114,0.36,0.43,0.39,0.12,0.50,0.00,0.49,0.22,0
115,0.47,0.52,0.50,0.40,0.50,0.00,0.41,0.22,1
120,0.48,0.23,0.57,0.27,0.50,0.00,0.48,0.47,0
127,0.47,0.39,0.55,0.24,0.50,0.00,0.47,0.22,1
125,0.44,0.59,0.36,0.16,0.50,0.00,0.52,0.22,0
128,0.42,0.35,0.54,0.18,0.50,0.00,0.56,0.22,1
129,0.30,0.56,0.55,0.18,0.50,0.00,0.50,0.22,1
66,0.65,0.65,0.52,0.16,0.50,0.00,0.60,0.22,1
687,0.27,0.60,0.48,0.23,0.50,0.00,0.55,0.22,1
119,0.45,0.41,0.50,0.46,0.50,0.50,0.50,0.27,0
134,0.44,0.52,0.41,0.23,0.50,0.00,0.51,0.22,0
140,0.30,0.32,0.57,0.19,0.50,0.00,0.48,0.55,0
138,0.40,0.44,0.49,0.47,0.50,0.00,0.49,0.27,0
141,0.45,0.51,0.50,0.16,0.50,0.00,0.52,1.00,0
142,0.45,0.45,0.50,0.60,0.50,0.00,0.49,0.22,0
143,0.59,0.67,0.56,0.41,0.50,0.00,0.47,0.22,0
144,0.47,0.47,0.57,0.48,0.50,0.00,0.48,0.22,0
145,0.35,0.52,0.48,0.22,0.50,0.00,0.26,0.22,0
146,0.47,0.41,0.66,0.26,0.50,0.00,0.53,0.22,0
658,0.64,0.62,0.29,0.28,0.50,0.00,0.51,0.22,0
149,0.55,0.53,0.55,0.46,0.50,0.00,0.52,0.22,0
150,0.67,0.62,0.54,0.43,0.50,0.00,0.53,0.22,0
1238,0.59,0.60,0.49,0.43,0.50,0.00,0.53,0.31,0
100,0.54,0.55,0.34,0.31,0.50,0.00,0.54,0.22,0
168,0.58,0.62,0.54,0.17,0.50,0.00,0.48,0.22,0
170,0.40,0.38,0.53,0.16,0.50,0.00,0.52,0.27,0
171,0.46,0.71,0.48,0.53,0.50,0.00,0.53,0.22,0
172,0.53,0.51,0.55,0.05,0.50,0.00,0.45,0.25,0
224,0.41,0.40,0.59,0.47,0.50,0.00,0.48,0.43,1
151,0.50,0.64,0.57,0.15,0.50,0.00,0.47,0.22,1
152,0.40,0.62,0.52,0.31,0.50,0.00,0.49,0.31,1
153,0.60,0.50,0.57,0.25,0.50,0.00,0.41,0.26,1
154,0.62,0.51,0.52,0.42,0.50,0.00,0.54,0.27,0
155,0.35,0.58,0.54,0.16,0.50,0.00,0.51,0.22,0
156,0.34,0.54,0.50,0.21,0.50,0.00,0.54,0.31,1
157,0.39,0.58,0.50,0.26,0.50,0.00,0.54,0.59,0
158,0.48,0.54,0.50,0.17,0.50,0.00,0.53,0.22,0
173,0.29,0.32,0.58,0.15,0.50,0.00,0.50,0.30,1
159,0.47,0.32,0.64,0.30,0.50,0.00,0.63,0.22,0
472,0.39,0.47,0.56,0.16,0.50,0.00,0.47,0.22,1
1274,0.58,0.48,0.51,0.47,0.50,0.00,0.55,0.22,0
675,0.64,0.60,0.57,0.19,0.50,0.00,0.43,0.22,0
674,0.37,0.46,0.40,0.27,0.50,0.00,0.45,0.22,0
164,0.43,0.57,0.53,0.16,0.50,0.00,0.54,0.22,1
160,0.28,0.37,0.61,0.09,0.50,0.00,0.52,0.55,0
161,0.59,0.48,0.50,0.14,0.50,0.00,0.45,0.25,1
121,0.39,0.55,0.48,0.31,0.50,0.00,0.54,0.29,1
890,0.26,0.36,0.47,0.34,0.50,0.00,0.53,0.72,0
162,0.51,0.34,0.50,0.19,0.50,0.00,0.50,0.22,0
1340,0.58,0.50,0.50,0.12,0.50,0.00,0.48,0.25,0
163,0.44,0.39,0.53,0.14,0.50,0.00,0.54,0.44,1
166,0.41,0.39,0.44,0.34,0.50,0.00,0.48,0.40,0
1194,0.45,0.43,0.51,0.24,0.50,0.00,0.54,0.33,1
165,0.36,0.68,0.46,0.16,0.50,0.00,0.53,0.28,0
167,0.42,0.31,0.50,0.15,0.50,0.00,0.53,0.22,0
535,0.42,0.43,0.56,0.10,0.50,0.00,0.49,0.22,1
271,0.67,0.71,0.52,0.65,0.50,0.00,0.53,0.36,0
577,0.49,0.47,0.53,0.16,0.50,0.00,0.48,0.27,0
174,0.71,0.59,0.48,0.43,0.50,0.00,0.59,0.22,0
936,0.40,0.42,0.71,0.21,0.50,0.00,0.54,0.32,1
194,0.54,0.49,0.49,0.20,0.50,0.00,0.52,0.22,1
181,0.42,0.51,0.50,0.12,0.50,0.00,0.52,0.46,0
182,0.57,0.51,0.53,0.18,0.50,0.00,0.56,0.25,0
803,0.35,0.45,0.43,0.11,0.50,0.00,0.56,0.22,0
721,0.42,0.42,0.42,0.20,0.50,0.00,0.49,0.22,0
184,0.26,0.50,0.33,0.28,0.50,0.00,0.51,0.22,0
185,0.39,0.42,0.38,0.40,0.50,0.00,0.49,0.47,0
186,0.26,0.44,0.30,0.11,0.50,0.00,0.51,0.47,0
187,0.31,0.44,0.53,0.23,0.50,0.00,0.51,0.32,0
188,0.48,0.61,0.44,0.20,0.50,0.00,0.47,0.22,1
189,0.66,0.45,0.50,0.23,0.50,0.00,0.49,0.22,1
190,0.21,0.41,0.55,0.11,0.50,0.00,0.50,0.27,1
191,0.38,0.68,0.44,0.45,0.50,0.00,0.53,0.22,0
192,0.44,0.38,0.48,0.32,0.50,0.83,0.53,0.22,0
510,0.31,0.31,0.56,0.33,0.50,0.00,0.52,0.33,0
511,0.49,0.31,0.49,0.35,0.50,0.00,0.51,0.29,0
512,0.38,0.37,0.56,0.21,0.50,0.00,0.49,0.22,0
521,0.39,0.40,0.53,0.67,0.50,0.00,0.47,0.22,1
193,0.24,0.34,0.69,0.18,0.50,0.00,0.52,0.22,1
175,0.49,0.43,0.51,0.13,0.50,0.00,0.47,0.22,1
176,0.54,0.38,0.52,0.18,0.50,0.00,0.48,0.22,1
177,0.43,0.57,0.53,0.53,0.50,0.00,0.53,0.25,1
123,0.48,0.64,0.61,0.23,0.50,0.00,0.60,0.22,1
513,0.31,0.55,0.52,0.17,0.50,0.00,0.52,0.22,1
514,0.32,0.57,0.50,0.15,0.50,0.00,0.53,0.22,1
704,0.32,0.42,0.52,0.24,0.50,0.00,0.60,0.22,1
705,0.59,0.50,0.52,0.28,0.50,0.00,0.55,0.25,1
122,0.37,0.42,0.51,0.11,0.50,0.00,0.57,0.22,1
124,0.75,0.70,0.38,0.27,0.50,0.00,0.49,0.22,0
230,0.61,0.72,0.31,0.33,0.50,0.00,0.56,0.22,0
198,0.44,0.42,0.60,0.21,0.50,0.00,0.57,0.22,1
199,0.52,0.51,0.51,0.54,0.50,0.00,0.55,0.27,0
200,0.63,0.56,0.45,0.58,0.50,0.00,0.51,0.22,0
201,0.52,0.56,0.54,0.53,0.50,0.00,0.45,0.22,0
1285,0.58,0.58,0.58,0.49,0.50,0.00,0.49,0.26,0
202,0.72,0.62,0.34,0.29,0.50,0.00,0.56,0.28,0
203,0.72,0.61,0.37,0.30,0.50,0.00,0.57,0.22,0
215,0.46,0.43,0.38,0.33,0.50,0.00,0.48,0.28,0
216,0.57,0.57,0.44,0.37,0.50,0.00,0.52,0.25,0
214,0.42,0.31,0.62,0.12,0.50,0.00,0.40,0.22,0
213,0.49,0.46,0.45,0.45,0.50,0.00,0.52,0.22,0
1380,0.42,0.58,0.41,0.65,0.50,0.00,0.46,0.26,0
204,0.59,0.61,0.34,0.22,0.50,0.00,0.51,0.22,0
205,0.52,0.77,0.38,0.34,0.50,0.00,0.51,0.22,0
206,0.50,0.52,0.60,0.51,0.50,0.00,0.48,0.22,0
211,0.49,0.60,0.43,0.56,0.50,0.00,0.36,0.22,0
212,0.50,0.41,0.44,0.50,0.50,0.00,0.42,0.22,0
207,0.50,0.40,0.56,0.70,0.50,0.00,0.50,0.22,0
208,0.37,0.58,0.44,0.51,0.50,0.00,0.44,0.22,0
209,0.55,0.45,0.45,0.54,0.50,0.00,0.50,0.22,0
210,0.67,0.68,0.46,0.29,0.50,0.00,0.46,0.22,0
131,0.53,0.51,0.46,0.28,0.50,0.00,0.48,0.22,1
132,0.35,0.66,0.49,0.21,0.50,0.00,0.54,0.25,1
238,0.52,0.40,0.60,0.12,0.50,0.00,0.55,0.22,1
235,0.77,0.79,0.58,0.23,0.50,0.00,0.48,0.22,0
236,0.47,0.46,0.59,0.49,0.50,0.00,0.56,0.22,0
239,0.73,0.83,0.43,0.30,0.50,0.00,0.55,0.22,0
237,0.78,0.74,0.58,0.25,1.00,0.00,0.53,0.22,0
147,0.70,0.65,0.54,0.28,0.50,0.00,0.60,0.40,0
218,0.47,0.54,0.37,0.14,0.50,0.00,0.50,0.22,0
219,0.56,0.52,0.48,0.17,0.50,0.00,0.46,0.22,0
833,0.57,0.41,0.59,0.24,0.50,0.00,0.40,0.22,1
834,0.56,0.41,0.58,0.21,0.50,0.00,0.42,0.22,1
220,0.58,0.56,0.45,0.12,0.50,0.00,0.51,0.22,0
221,0.53,0.38,0.66,0.25,0.50,0.00,0.43,0.22,0
1433,0.34,0.36,0.54,0.11,0.50,0.00,0.36,0.21,0
222,0.69,0.61,0.38,0.27,0.50,0.00,0.52,0.22,0
135,0.37,0.53,0.60,0.19,0.50,0.50,0.42,0.22,0
139,0.41,0.45,0.53,0.17,0.50,0.00,0.51,0.25,0
223,0.31,0.46,0.54,0.52,0.50,0.00,0.50,0.34,0
225,0.36,0.37,0.33,0.14,0.50,0.00,0.57,0.31,0
179,0.82,0.78,0.49,0.23,0.50,0.00,0.46,0.22,0
180,0.82,0.75,0.54,0.23,0.50,0.00,0.46,0.22,0
136,0.41,0.51,0.58,0.15,0.50,0.00,0.45,0.27,1
641,0.38,0.51,0.75,0.17,0.50,0.00,0.55,0.22,1
228,0.53,0.44,0.51,0.33,0.50,0.00,0.52,0.22,0
231,0.46,0.54,0.71,0.15,0.50,0.00,0.59,0.22,0
232,0.40,0.56,0.48,0.14,0.50,0.00,0.47,0.22,0
169,0.53,0.53,0.60,0.13,0.50,0.00,0.49,0.22,0
233,0.42,0.57,0.72,0.22,0.50,0.00,0.57,0.22,0
914,0.45,0.27,0.57,0.36,0.50,0.00,0.52,0.18,1
227,0.20,0.26,0.52,0.14,0.50,0.00,0.53,0.44,1
240,0.51,0.53,0.55,0.14,0.50,0.00,0.51,0.22,1
226,0.44,0.68,0.45,0.51,0.50,0.00,0.52,0.41,0
241,0.27,0.39,0.66,0.11,0.50,0.00,0.44,0.22,0
245,0.55,0.42,0.34,0.30,0.50,0.00,0.52,0.22,0
246,0.34,0.42,0.30,0.23,0.50,0.00,0.53,0.22,0
573,0.44,0.53,0.52,0.23,0.50,0.83,0.51,0.22,0
242,0.59,0.58,0.56,0.21,0.50,0.00,0.54,0.33,0
243,0.39,0.28,0.46,0.12,0.50,0.00,0.41,0.22,0
244,0.56,0.43,0.54,0.16,0.50,0.00,0.50,0.22,0
248,0.36,0.68,0.38,0.08,0.50,0.00,0.53,0.25,0
249,0.27,0.36,0.60,0.33,0.50,0.00,0.37,0.31,0
250,0.35,0.40,0.59,0.22,0.50,0.00,0.47,0.37,0
251,0.42,0.32,0.50,0.21,0.50,0.00,0.51,0.22,0
252,0.23,0.20,0.53,0.20,0.50,0.00,0.44,0.22,0
253,0.55,0.54,0.56,0.22,0.50,0.00,0.50,0.37,0
258,0.36,0.24,0.49,0.16,0.50,0.00,0.51,0.22,0
259,0.38,0.48,0.59,0.22,0.50,0.00,0.46,0.22,1
288,0.80,0.46,0.50,0.15,0.50,0.00,0.53,0.22,1
287,0.60,0.56,0.47,0.20,0.50,0.00,0.50,0.38,0
264,0.41,0.24,0.54,0.26,0.50,0.00,0.41,0.22,0
268,0.47,0.65,0.54,0.62,0.50,0.00,0.53,0.36,0
270,0.43,0.39,0.54,0.14,0.50,0.00,0.47,0.22,0
272,0.50,0.51,0.52,0.09,0.50,0.00,0.48,0.25,0
273,0.53,0.61,0.52,0.21,0.50,0.00,0.55,0.30,0
274,0.54,0.42,0.41,0.16,0.50,0.00,0.52,0.22,0
1183,0.46,0.35,0.53,0.16,0.50,0.00,0.51,0.29,1
283,0.46,0.43,0.49,0.79,0.50,0.00,0.49,0.63,0
78,0.51,0.55,0.35,0.16,0.50,0.00,0.51,0.47,0
284,0.56,0.52,0.55,0.19,0.50,0.00,0.54,0.22,1
1229,0.61,0.30,0.59,0.12,0.50,0.00,0.49,0.27,0
285,0.37,0.53,0.46,0.23,0.50,0.00,0.47,0.22,0
286,0.83,0.58,0.33,0.04,0.50,0.00,0.53,0.22,0
295,0.39,0.45,0.53,0.18,0.50,0.00,0.54,0.22,1
298,0.52,0.54,0.50,0.21,0.50,0.00,0.48,0.30,1
303,0.35,0.39,0.57,0.11,0.50,0.00,0.48,0.22,0
84,0.36,0.49,0.30,0.22,0.50,0.00,0.52,0.31,0
305,0.78,0.70,0.32,0.23,0.50,0.00,0.53,0.22,0
306,0.55,0.46,0.53,0.11,0.50,0.00,0.52,0.48,1
307,0.45,0.56,0.54,0.32,0.50,0.00,0.57,0.22,1
308,0.45,0.56,0.53,0.32,0.50,0.00,0.57,0.22,1
309,0.29,0.43,0.40,0.15,0.50,0.00,0.53,0.22,0
311,0.52,0.75,0.37,0.14,0.50,0.00,0.46,0.22,0
312,0.71,0.56,0.39,0.27,0.50,0.00,0.52,0.22,0
313,0.58,0.60,0.43,0.12,0.50,0.00,0.55,0.22,0
1232,0.54,0.65,0.49,0.34,0.50,0.00,0.52,0.22,1
217,0.57,0.59,0.44,0.16,0.50,0.00,0.52,0.22,0
522,0.59,0.58,0.46,0.19,0.50,0.00,0.56,0.27,1
314,0.92,0.61,0.40,0.22,0.50,0.00,0.54,0.22,0
343,0.55,0.56,0.45,0.14,0.50,0.00,0.54,0.22,1
310,0.63,0.61,0.41,0.22,0.50,0.00,0.51,0.22,0
315,0.58,0.53,0.38,0.18,0.50,0.00,0.52,0.22,0
316,0.36,0.46,0.43,0.19,0.50,0.00,0.48,0.22,0
317,0.32,0.47,0.55,0.12,0.50,0.00,0.52,0.22,1
318,0.34,0.38,0.45,0.19,0.50,0.00,0.51,0.22,0
319,0.62,0.58,0.46,0.13,0.50,0.00,0.53,0.22,1
332,0.53,0.68,0.42,0.19,0.50,0.00,0.53,0.22,0
320,0.73,0.55,0.41,0.16,0.50,0.00,0.46,0.22,0
321,0.55,0.46,0.46,0.31,0.50,0.00,0.58,0.48,0
322,0.35,0.60,0.47,0.13,0.50,0.00,0.52,0.43,0
323,0.77,0.80,0.51,0.40,1.00,0.00,0.54,0.22,0
324,0.77,0.87,0.47,0.37,0.50,0.00,0.48,0.22,0
544,0.35,0.46,0.49,0.15,1.00,0.00,0.55,0.35,1
327,0.43,0.51,0.48,0.14,0.50,0.00,0.50,0.22,1
328,0.57,0.61,0.45,0.26,0.50,0.00,0.50,0.22,1
329,0.63,0.62,0.42,0.12,0.50,0.00,0.52,0.25,1
197,0.25,0.40,0.51,0.18,0.50,0.00,0.50,0.27,1
41,0.56,0.62,0.53,0.24,0.50,0.00,0.57,0.22,1
325,0.58,0.60,0.51,0.24,0.50,0.00,0.53,0.22,1
326,0.71,0.59,0.53,0.15,0.50,0.00,0.49,0.33,1
331,0.46,0.35,0.33,0.17,0.50,0.00,0.55,0.22,0
333,0.54,0.55,0.42,0.22,0.50,0.00,0.48,0.22,0
334,0.39,0.44,0.28,0.12,0.50,0.00,0.46,0.27,0
335,0.33,0.44,0.49,0.08,0.50,0.00,0.48,0.49,0
340,0.81,0.82,0.41,0.36,0.50,0.00,0.39,0.22,0
342,0.69,0.60,0.51,0.13,0.50,0.83,0.52,0.22,0
1231,0.46,0.48,0.44,0.21,0.50,0.00,0.55,0.22,0
339,0.35,0.36,0.57,0.17,0.50,0.00,0.52,0.22,1
337,0.74,0.72,0.47,0.25,0.50,0.00,0.57,0.22,0
338,0.54,0.57,0.52,0.19,0.50,0.00,0.59,0.67,0
344,0.42,0.52,0.40,0.17,0.50,0.00,0.50,0.26,0
345,0.91,0.77,0.34,0.47,0.50,0.00,0.52,0.31,0
1439,0.81,0.90,0.39,0.41,0.50,0.00,0.53,0.22,0
1185,0.45,0.40,0.56,0.14,0.50,0.00,0.54,0.22,1
1186,0.47,0.47,0.58,0.16,0.50,0.00,0.49,0.28,1
347,0.41,0.39,0.51,0.52,0.50,0.00,0.49,0.22,1
346,0.37,0.34,0.32,0.22,0.50,0.00,0.56,0.22,0
348,0.69,0.60,0.50,0.31,0.50,0.00,0.55,0.22,1
349,0.35,0.56,0.36,0.30,0.50,0.00,0.53,0.25,0
350,0.84,0.66,0.36,0.78,0.50,0.00,0.49,0.50,0
351,0.51,0.58,0.54,0.29,0.50,0.00,0.53,0.22,1
352,0.37,0.43,0.62,0.27,0.50,0.00,0.48,0.22,0
358,0.55,0.66,0.57,0.32,0.50,0.00,0.57,0.34,1
359,0.48,0.35,0.42,0.21,0.50,0.00,0.57,0.22,1
364,0.62,0.58,0.52,0.15,0.50,0.00,0.52,0.29,1
365,0.56,0.59,0.53,0.16,0.50,0.00,0.24,0.42,0
360,0.44,0.51,0.37,0.15,0.50,0.00,0.51,0.22,0
361,0.44,0.44,0.49,0.15,0.50,0.00,0.46,0.27,0
362,0.50,0.50,0.48,0.17,0.50,0.00,0.47,0.26,1
363,0.60,0.60,0.49,0.30,0.50,0.00,0.53,0.22,0
366,0.49,0.46,0.34,0.21,0.50,0.00,0.55,0.22,0
367,0.35,0.68,0.57,0.40,0.50,0.00,0.53,0.36,0
368,0.70,0.69,0.43,0.33,0.50,0.00,0.58,0.22,0
372,0.23,0.30,0.58,0.22,0.50,0.00,0.48,0.27,0
293,0.45,0.42,0.52,0.20,0.50,0.00,0.50,0.25,1
467,0.51,0.35,0.46,0.15,0.50,0.00,0.51,0.42,1
291,0.42,0.39,0.47,0.13,0.50,0.00,0.50,0.27,1
292,0.32,0.38,0.52,0.20,0.50,0.00,0.52,0.28,1
290,0.59,0.65,0.52,0.30,0.50,0.00,0.46,0.31,1
373,0.41,0.52,0.41,0.11,0.50,0.00,0.54,0.35,1
374,0.37,0.33,0.50,0.12,0.50,0.00,0.51,0.54,1
289,0.45,0.56,0.49,0.17,0.50,0.00,0.52,0.22,1
375,0.56,0.54,0.59,0.14,0.50,0.00,0.52,0.27,0
376,0.31,0.31,0.54,0.18,0.50,0.00,0.52,0.29,0
377,0.27,0.51,0.47,0.35,0.50,0.00,0.49,0.28,0
378,0.54,0.56,0.57,0.18,0.50,0.00,0.45,0.25,0
379,0.17,0.38,0.45,0.09,0.50,0.00,0.54,0.27,0
380,0.43,0.51,0.54,0.15,0.50,0.00,0.45,0.26,0
381,0.60,0.40,0.59,0.18,0.50,0.00,0.48,0.22,1
382,0.91,0.69,0.57,0.45,0.50,0.00,0.56,0.22,0
263,0.38,0.47,0.53,0.12,0.50,0.00,0.48,0.22,1
262,0.59,0.43,0.52,0.19,0.50,0.00,0.55,0.27,1
383,0.64,0.53,0.45,0.13,0.50,0.00,0.53,0.22,1
384,0.49,0.31,0.34,0.13,0.50,0.00,0.52,0.22,0
385,0.52,0.51,0.51,0.12,0.50,0.00,0.51,0.40,1
386,0.49,0.43,0.48,0.15,0.50,0.00,0.55,0.25,1
758,0.49,0.47,0.52,0.16,0.50,0.00,0.53,0.28,1
450,0.48,0.39,0.49,0.18,0.50,0.00,0.51,0.22,1
388,0.44,0.34,0.55,0.18,0.50,0.00,0.52,0.22,1
387,0.43,0.54,0.58,0.16,0.50,0.00,0.50,0.36,0
1199,0.49,0.42,0.54,0.17,0.50,0.00,0.50,0.36,1
389,0.34,0.66,0.51,0.16,0.50,0.00,0.47,0.33,0
391,0.20,0.34,0.33,0.10,0.50,0.00,0.48,0.31,0
2,0.74,0.53,0.50,0.08,0.50,0.00,0.55,0.31,1
394,0.69,0.48,0.38,0.15,0.50,0.00,0.55,0.22,0
369,0.30,0.50,0.47,0.11,0.50,0.00,0.46,0.22,1
395,0.44,0.51,0.48,0.38,0.50,0.00,0.52,0.22,1
738,0.31,0.45,0.50,0.17,0.50,0.00,0.49,0.22,1
746,0.55,0.41,0.56,0.21,0.50,0.00,0.52,0.22,1
735,0.40,0.34,0.52,0.17,0.50,0.00,0.47,0.51,0
1189,0.40,0.48,0.50,0.17,0.50,0.00,0.54,0.50,1
400,0.58,0.48,0.56,0.10,0.50,0.00,0.46,0.25,0
401,0.58,0.48,0.56,0.12,0.50,0.00,0.46,0.25,0
1295,0.58,0.45,0.48,0.24,0.50,0.00,0.52,0.37,1
1296,0.58,0.41,0.51,0.26,0.50,0.00,0.51,0.37,1
402,0.41,0.60,0.53,0.29,0.50,0.00,0.47,0.43,0
