116,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,1
117,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,1
118,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,1
119,F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,0
120,M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,0
121,F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,0
122,I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,0
123,F,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,1
124,M,0.37,0.265,0.075,0.214,0.09,0.051,0.07,0
125,I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,0
126,I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,0
127,I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,0
128,I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,0
129,M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,1
130,M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,1
131,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,1
132,F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,0
133,F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,0
134,I,0.35,0.26,0.095,0.211,0.086,0.056,0.068,0
135,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,0
136,F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,0
137,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,0
138,M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,0
139,F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,0
140,M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,0
141,F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,1
142,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,1
143,M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,1
144,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,1
145,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,1
146,F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,1
147,M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,1
148,I,0.28,0.205,0.08,0.127,0.052,0.039,0.042,0
149,I,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,0
150,I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,0
151,M,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,1
152,F,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,0
153,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,1
154,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,1
155,F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,1
156,M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,1
157,F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,1
158,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,1
159,F,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,1
160,F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,1
161,M,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,1
162,F,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,1
163,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,1
164,F,0.725,0.56,0.21,2.141,0.65,0.398,1.005,1
165,F,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,1
166,M,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,1
167,F,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,1
168,F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,1
169,M,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,1
170,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,1
171,M,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,1
172,F,0.53,0.395,0.145,0.775,0.308,0.169,0.255,0
173,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,0
174,F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,0
175,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,0
176,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,0
177,I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,0
178,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,0
179,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,0
180,M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,1
181,M,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,1
182,M,0.64,0.51,0.175,1.368,0.515,0.266,0.57,1
183,F,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,1
184,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,1
185,F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,1
186,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,1
187,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,1
188,F,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,1
189,F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,1
190,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,0
191,M,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,1
192,M,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,1
193,M,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,1
194,I,0.355,0.275,0.085,0.22,0.092,0.06,0.15,0
195,F,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,1
196,M,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,1
197,F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,1
198,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,1
199,M,0.56,0.45,0.16,0.922,0.432,0.178,0.26,1
200,M,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,1
201,F,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,0
202,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,1
203,F,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,1
204,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,1
205,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,0
206,F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,0
207,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,0
208,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,0
209,F,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,1
210,I,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,0
211,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,1
212,M,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,0
213,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,1
214,M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,0
215,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,1
216,M,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,1
217,M,0.45,0.35,0.13,0.46,0.174,0.111,0.135,0
218,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,0
219,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,1
220,F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,0
221,F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,0
222,F,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,1
223,F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,0
224,F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,1
225,I,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,1
226,F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,0
227,F,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,0
228,I,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,0
229,F,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,1
230,F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,1
231,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,1
232,M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,1
233,M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,1
234,I,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,0
235,I,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,1
236,I,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,0
237,I,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,0
238,I,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,0
239,I,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,0
240,I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,0
241,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,1
242,I,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,0
243,I,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,0
244,I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,0
245,I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,0
246,I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,1
247,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,1
248,I,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,0
249,I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,0
250,I,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,0
251,I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,0
252,M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,1
253,F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,1
254,F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,1
255,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,1
256,M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,1
257,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,1
258,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,1
259,F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,1
260,F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,1
261,F,0.54,0.475,0.155,0.928,0.394,0.194,0.26,1
262,F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,1
263,M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,1
264,I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,0
265,M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,0
266,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,1
267,M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,1
268,M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,0
269,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,0
270,F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,1
271,F,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,1
272,M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,1
273,M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,1
274,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,1
275,M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,1
276,M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,1
277,F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,1
278,M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,1
279,M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,1
280,F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,1
281,F,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,1
282,I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,0
283,F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,0
284,M,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,1
285,M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,1
286,F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,1
287,M,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,1
288,F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,1
289,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,0
290,F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,1
291,M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,1
292,F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,1
293,M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,1
294,F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,1
295,M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,1
296,I,0.295,0.215,0.085,0.128,0.049,0.034,0.04,0
297,I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,0
298,I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,0
299,M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,1
300,M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,0
301,F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,0
302,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,1
303,M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,0
304,M,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,0
305,F,0.47,0.36,0.13,0.472,0.182,0.114,0.15,1
306,I,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,0
307,I,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,0
308,M,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,1
309,M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,1
310,M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,1
311,F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,1
312,M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,1
313,M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,1
314,F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,1
315,M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,1
316,I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,0
317,F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,1
318,M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,1
319,F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,1
320,I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,0
321,I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,0
322,I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,0
323,M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,1
324,I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,0
325,M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,0
326,I,0.355,0.275,0.09,0.251,0.097,0.053,0.08,0
327,I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,0
328,M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,1
329,M,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,0
330,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,0
331,M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,1
332,F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,0
333,I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,0
334,I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,0
335,F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,1
336,M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,1
337,M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,1
338,M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,1
339,M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,1
340,F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,1
341,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,1
342,F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,1
343,M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,1
344,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,1
345,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,0
346,M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,1
347,F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,0
348,I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,0
349,I,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,0
350,M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,1
351,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,0
352,F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,1
353,M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,1
354,M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,0
355,M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,1
356,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,1
357,M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,1
358,F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,1
359,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,1
360,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,1
361,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,1
362,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,1
363,F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,1
364,F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,1
365,F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,1
366,M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,1
367,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,1
368,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,1
369,M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,1
370,F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,1
371,F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,1
372,F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,1
373,F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,1
374,F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,1
375,M,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,1
376,F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,1
377,M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,1
378,F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,1
379,M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,1
380,F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,1
381,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,1
382,M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,1
383,M,0.485,0.4,0.135,0.663,0.313,0.137,0.2,1
384,M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,1
385,M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,1
386,F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,0
387,M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,1
388,M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,1
389,M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,1
390,I,0.465,0.375,0.12,0.471,0.222,0.119,0.14,0
391,I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,1
392,M,0.475,0.375,0.125,0.593,0.277,0.115,0.18,1
393,F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,1
394,I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,0
